audit_id,run_id,institution_name,source_id,source_name,candidate_title,candidate_url,canonical_item_url,normalized_title,content_fingerprint,raw_date_text,publication_date,announcement_date,campaign_start_date,campaign_end_date,event_date_type,recency_basis_date,recency_basis_type,recency_basis_reason,is_active_campaign,active_campaign_reason,normalized_item_date,date_confidence,date_source,is_recent,recency_cutoff,recency_reason,development_candidate_type,is_actual_development,actual_development_reason,content_role,content_role_reason,item_quality,saved_to_recent_items,rejected_reason,duplicate_of_recent_item_id,checked_at
RIAUD-ec6766bada89,RUN-20260616125051,Garanti BBVA,REG-003,Garanti BBVA Kurumsal communication / press releases,Türkiye 2025 İklim Değişikliği ve Doğa Raporu,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/dunyadaki-27-triple-a-seviyesindeki-sirketten-5i-turkiyeden,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/dunyadaki-27-triple-a-seviyesindeki-sirketten-5i-turkiyeden,türkiye 2025 i̇klim değişikliği ve doğa raporu,0d002b60f0954a1cc08cb08c3cd9e0e290b2849c3133af9b00b73049c66b47a8,20 Mayıs 2026,,2026-05-20,,,Duyuru Tarihi,2026-05-20,,Duyuru/basın tarihi bulundu; recency için kullanıldı.,False,,2026-05-20,Yüksek,announcement_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-05-20,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,True,,,2026-06-16T12:50:56.398942+00:00
RIAUD-8fbc9b24f3e0,RUN-20260616125051,Garanti BBVA,REG-003,Garanti BBVA Kurumsal communication / press releases,Eşitlik İçin Empati,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/esitlik-icin-empati,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/esitlik-icin-empati,eşitlik i̇çin empati,7ae6234dc91b6c9b33b5dbe8081baabe1caa12381a31fe2bbf44a0aaeb2a9653,22 Mayıs 2026,,2026-05-22,,,Duyuru Tarihi,2026-05-22,,Duyuru/basın tarihi bulundu; recency için kullanıldı.,False,,2026-05-22,Yüksek,announcement_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-05-22,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Poor,False,title_too_short,,2026-06-16T12:50:56.629835+00:00
RIAUD-92d5891c10ac,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Kobilere Özel Avantajlı Maaş Hesabı Kampanyası | Türkiye İş Bankası,https://www.isbank.com.tr/kampanyalar/maas-anlasmasi-kampanyasi,https://www.isbank.com.tr/kampanyalar/maas-anlasmasi-kampanyasi,kobilere özel avantajlı maaş hesabı kampanyası,819b10200147aee28fed4e852c338bec684134178c5c9acb18a575c8addde53b,1 Ocak 2026,,,,2026-01-01,Kampanya Bitiş Tarihi,2026-01-01,,Sadece kampanya bitiş tarihi bulundu; varsayılan recency kanıtı sayılmadı.,False,Kampanya bitiş tarihi kesim tarihinden sonra; aktif eski kampanya olabilir.,2026-01-01,Yüksek,campaign_end_date,False,2026-05-01,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,,2026-06-16T12:52:51.264637+00:00
RIAUD-f97fd00b8276,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Avantajlı Çalışma Koşullarıyla Anında POS İş Bankası'nda! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/aninda-pos-kampanyasi,https://www.isbank.com.tr/kampanyalar/aninda-pos-kampanyasi,avantajlı çalışma koşullarıyla anında pos i̇ş bankası'nda!,d6db3a3b52f71f014998a82b02ef39feac59761ef4b51b5a7da3bea7171d7d3d,01 Mayıs 2026,,,,2026-05-01,Kampanya Bitiş Tarihi,2026-05-01,,Sadece kampanya bitiş tarihi bulundu; varsayılan recency kanıtı sayılmadı.,True,Kampanya bitiş tarihi kesim tarihinden sonra; aktif eski kampanya olabilir.,2026-05-01,Yüksek,campaign_end_date,False,2026-05-01,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,,2026-06-16T12:52:54.358941+00:00
RIAUD-ff01dedcda74,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Duyurular | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/duyurular,https://www.isbank.com.tr/duyurular,duyurular,e7f6532bf974bc752f0fabe96c2b19a0a33bc2ff64a204f20f627a4a39384835,15 Mayıs 2026,,2026-05-15,,,Duyuru Tarihi,2026-05-15,,Duyuru/basın tarihi bulundu; recency için kullanıldı.,False,,2026-05-15,Yüksek,announcement_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-05-15,İş Birliği,True,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",,,Poor,False,item_url_equals_source_url,,2026-06-16T12:52:56.434484+00:00
RIAUD-8600c95942ff,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Haberler ve Medya | Türkiye İş Bankası,https://www.isbank.com.tr/bankamizi-taniyin/haberler-ve-medya,https://www.isbank.com.tr/bankamizi-taniyin/haberler-ve-medya,haberler ve medya,e1deb61b48d0c3ad603b72d6e545127301928417ae388e61ac27ba928c813d33,,,,,,Belirsiz,,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Basın Bülteni,True,Basın/haber kaynağından gelen tekil ve tarihli duyuru adayı.,,,Poor,False,detail_text_too_short,,2026-06-16T12:52:57.160248+00:00
RIAUD-b3cf20548173,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,buradan​,https://www.isbank.com.tr/contentmanagement/Documents/mevduat-yatirim/duyuru-2021.pdf,https://www.isbank.com.tr/contentmanagement/Documents/mevduat-yatirim/duyuru-2021.pdf,buradan​,f9eab1cc2bc432a86f3125a5c3ef43207479f06c7eb0bb1db0e721e8f4d455f1,,,,,,Belirsiz,,,Tarih yok; varsayılan kapıdan geçmedi.,False,,,Yok,missing,False,2026-05-01,Tarih yok; varsayılan kapıdan geçmedi,Basın Bülteni,True,Basın/haber kaynağından gelen tekil ve tarihli duyuru adayı.,,,Poor,False,title_too_short,,2026-06-16T12:52:58.149491+00:00
RIAUD-baecea815d4a,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Yeni Ticari Kredi Kartı Müşterilerimize Hoş Geldin Kampanyası | Türkiye İş Bankası,https://www.isbank.com.tr/kampanyalar/yeni-ticari-kredi-karti-musterilerimize-hos-geldin-kampanyasi,https://www.isbank.com.tr/kampanyalar/yeni-ticari-kredi-karti-musterilerimize-hos-geldin-kampanyasi,yeni ticari kredi kartı müşterilerimize hoş geldin kampanyası,510586871f26beb7e5cd6a768a6f9f0cdfb1f241372bfde45e1c897d53ec1e51,1 Nisan – 30 Haziran 2026,,,2026-04-01,2026-06-30,Kampanya Başlangıç Tarihi,2026-04-01,,Kampanya başlangıç tarihi bulundu; recency için kullanıldı.,True,Recency baz tarihi eski; kampanya bitiş tarihi kesim tarihinden sonra görünüyor.,2026-04-01,Yüksek,campaign_start_date,False,2026-05-01,Kesim tarihinden eski: 2026-04-01 < 2026-05-01,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Kesim tarihinden eski: 2026-04-01 < 2026-05-01,,2026-06-16T12:53:03.166467+00:00
RIAUD-3d0c8f004cfa,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Maximum’un 25.Yılına Özel Ticari Kredi Kartınız ile Yapacağınız Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartiniz-ile-yapacaginiz-harcamalara-maxipuan,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartiniz-ile-yapacaginiz-harcamalara-maxipuan,maximum’un 25.yılına özel ticari kredi kartınız ile yapacağınız harcamalara maxipuan fırsatı!,3e7d2a6fc0d322a8fad9f2da132098d5964a749d0922d203f4082d6bd40ac3ae,1 – 30 Haziran 2026,,,2026-06-01,2026-06-30,Kampanya Başlangıç Tarihi,2026-06-01,,Kampanya başlangıç tarihi bulundu; recency için kullanıldı.,True,Kampanya tarih aralığı bulundu.,2026-06-01,Yüksek,campaign_start_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-06-01,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,True,,,2026-06-16T12:53:08.021442+00:00
RIAUD-2ac76a6e9192,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Ticari Bankamatik Kartınız ile Yapacağınız Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/ticari-bankamatik-kartiniz-ile-yapacaginiz-harcamalara-maxipuan-kampanyasi,https://www.isbank.com.tr/kampanyalar/ticari-bankamatik-kartiniz-ile-yapacaginiz-harcamalara-maxipuan-kampanyasi,ticari bankamatik kartınız ile yapacağınız harcamalara maxipuan fırsatı!,2f00ba9475a68a4412125084c56d97b5988cc7406aca7fe35fd6cedaba0ed9f8,1 – 30 Haziran 2026,,,2026-06-01,2026-06-30,Kampanya Başlangıç Tarihi,2026-06-01,,Kampanya başlangıç tarihi bulundu; recency için kullanıldı.,True,Kampanya tarih aralığı bulundu.,2026-06-01,Yüksek,campaign_start_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-06-01,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,True,,,2026-06-16T12:53:12.310036+00:00
RIAUD-83b2736dcd26,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Ticari Kredi Kartları ile Yurt Dışı Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/ticari-kredi-karti-ile-yurt-disi-harcamalara-maxipuan-firsati,https://www.isbank.com.tr/kampanyalar/ticari-kredi-karti-ile-yurt-disi-harcamalara-maxipuan-firsati,ticari kredi kartları ile yurt dışı harcamalara maxipuan fırsatı!,81be8f1d4beab16e53303a35c54f6c2ed4683a4bc1e5c6c6ea4c7abfbe1b86cf,1 – 30 Haziran 2026,,,2026-06-01,2026-06-30,Kampanya Başlangıç Tarihi,2026-06-01,,Kampanya başlangıç tarihi bulundu; recency için kullanıldı.,True,Kampanya tarih aralığı bulundu.,2026-06-01,Yüksek,campaign_start_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-06-01,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,True,,,2026-06-16T12:53:23.894763+00:00
RIAUD-645637861d79,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Suya Değer Kredisi Kampanyası | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/suya-deger-kredisi,https://www.isbank.com.tr/kampanyalar/suya-deger-kredisi,suya değer kredisi kampanyası,104b823083b8d166e16feaa981bbe498d4bed74c0aaacc74c8378dbd789979c7,30.06.2026,,,,2026-06-30,Kampanya Bitiş Tarihi,2026-06-30,,Sadece kampanya bitiş tarihi bulundu; varsayılan recency kanıtı sayılmadı.,True,Kampanya bitiş tarihi kesim tarihinden sonra; aktif eski kampanya olabilir.,2026-06-30,Orta,campaign_end_date,False,2026-05-01,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,,2026-06-16T12:53:28.363364+00:00
RIAUD-977b91edb7dd,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Paygo SP630 ECR Mobil ÖKC ve Hugin Tiger T300 Mobil ÖKC Kampanyası | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/hugin-paygo-mobil-okc-kampanyasi,https://www.isbank.com.tr/kampanyalar/hugin-paygo-mobil-okc-kampanyasi,paygo sp630 ecr mobil ökc ve hugin tiger t300 mobil ökc kampanyası,623c1d35da74ba2449420f0bdf73033ef8f148deffc9f1591b6261456ea29336,31.12.2026,,,,2026-12-31,Kampanya Bitiş Tarihi,2026-12-31,,Sadece kampanya bitiş tarihi bulundu; varsayılan recency kanıtı sayılmadı.,True,Kampanya bitiş tarihi kesim tarihinden sonra; aktif eski kampanya olabilir.,2026-12-31,Orta,campaign_end_date,False,2026-05-01,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,,2026-06-16T12:53:29.434523+00:00
RIAUD-86c33a1987e0,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Organize Sanayi Bölgelerinde (OSB) Faaliyet Gösteren KOBİ’lerimize Yönelik Finansman Paketi | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/osb-faaliyet-gosteren-kobilerimize-yonelik-finansman-paketi,https://www.isbank.com.tr/kampanyalar/osb-faaliyet-gosteren-kobilerimize-yonelik-finansman-paketi,organize sanayi bölgelerinde (osb) faaliyet gösteren kobi̇’lerimize yönelik finansman paketi,cbb0b8e3274f628e91ecd3b2fe55b57c5c92176f8258c85e82602ca4c58a6e09,13 Haziran 2024,,,,2024-06-13,Kampanya Bitiş Tarihi,2024-06-13,,Sadece kampanya bitiş tarihi bulundu; varsayılan recency kanıtı sayılmadı.,False,Kampanya bitiş tarihi kesim tarihinden sonra; aktif eski kampanya olabilir.,2024-06-13,Yüksek,campaign_end_date,False,2026-05-01,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,,2026-06-16T12:53:30.559127+00:00
RIAUD-e42b3084b4f4,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,amazon-pazar-yeri-hak-edis-odemesi-kampanyasi | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/amazon-pazar-yeri-hak-edis-odemesi-kampanyasi,https://www.isbank.com.tr/kampanyalar/amazon-pazar-yeri-hak-edis-odemesi-kampanyasi,amazon-pazar-yeri-hak-edis-odemesi-kampanyasi,280e2ff4556391f859723675aaf46bbd31a434f8050f79234144b790ebc6a3c8,01.02.2026,,,,2026-02-01,Kampanya Bitiş Tarihi,2026-02-01,,Sadece kampanya bitiş tarihi bulundu; varsayılan recency kanıtı sayılmadı.,False,Kampanya bitiş tarihi kesim tarihinden sonra; aktif eski kampanya olabilir.,2026-02-01,Yüksek,campaign_end_date,False,2026-05-01,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,False,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,,2026-06-16T12:53:31.605275+00:00
RIAUD-dd873278e9e5,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,esnafa-3lu-kazanc-paketi | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/esnafa-3lu-kazanc-paketi,https://www.isbank.com.tr/kampanyalar/esnafa-3lu-kazanc-paketi,esnafa-3lu-kazanc-paketi,cf2f4c1e6d131cac30db6d77f3d7fc7cf67470b1640528c8d4dc5a64518b3b65,01.06.2026-30.06.2026,,,2026-06-01,2026-06-30,Kampanya Başlangıç Tarihi,2026-06-01,,Kampanya başlangıç tarihi bulundu; recency için kullanıldı.,True,Kampanya tarih aralığı bulundu.,2026-06-01,Yüksek,campaign_start_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-06-01,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,True,,,2026-06-16T12:53:32.647436+00:00
RIAUD-00de47165832,RUN-20260616125245,İş Bankası,REG-006,İş Bankası Duyurular,Vergi Ödemelerinizi Taksitlendirme İmkanı | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/vergi-odemelerinizi-taksitlendirme-imkani,https://www.isbank.com.tr/kampanyalar/vergi-odemelerinizi-taksitlendirme-imkani,vergi ödemelerinizi taksitlendirme i̇mkanı,2cba852a21b7625b9320bd786dbd2e19d508b4c34e697014ac45472156f9512d,1 - 30 Haziran 2026,,,2026-06-01,2026-06-30,Kampanya Başlangıç Tarihi,2026-06-01,,Kampanya başlangıç tarihi bulundu; recency için kullanıldı.,True,Kampanya tarih aralığı bulundu.,2026-06-01,Yüksek,campaign_start_date,True,2026-05-01,Kesim tarihi ve tarih güveni uygun: 2026-06-01,Kampanya,True,Kampanya veya müşteri teklifi sinyali içeriyor.,,,Good,True,,,2026-06-16T12:53:38.890529+00:00
